Hydrogen,Oxigen,Nitrogen,Methane,CO,CO2,Ethylene,Ethane,Acethylene,DBDS,Power factor,Interfacial V,Dielectric rigidity,Water content,Health index,Life expectation,CO_H2_ratio,CH4_H2_ratio,C2H4_H2_ratio,C2H2_H2_ratio,H2_N2_ratio,O2_N2_ratio,H2_CO2_ratio,TransformerID,InstallationDate,MaintenanceSchedule,ReplacementHistory,MaintenanceID,MaintenanceType,MaintenanceDate,TransformerLoad,Temperature,Vibration,Humidity,Precipitation,Alerts,IncidentType,IncidentDetails,OperationID,OperatingTime,LoadCondition,PerformanceMetrics
48,289,57400,3,56,650,5,132,0,0.0,4.22,31,55,13,13.4,51.0,1.1666666666666667,0.0625,0.10416666666666667,0.0,0.0008362369337979094,0.005034843205574913,0.07384615384615385,TX-9434,2006-06-06,2020-11-08,No major replacements,MNT-86167,Preventive Maintenance,2022-07-05,1732.4547880977232,39.50923356006457,7.921719029480503,47.117585517103244,17.733895093832462,None,None,No incidents,OP-8400,19.409260473437964,High Load,Performance stable with a load of 1732.4547880977232 KW and temperature 39.50923356006457°C
47,400,48200,4,74,621,0,57,0,0.0,1.0,32,54,20,13.4,51.0,1.574468085106383,0.0851063829787234,0.0,0.0,0.000975103734439834,0.008298755186721992,0.07568438003220612,TX-6408,2011-04-28,2023-08-12,No major replacements,MNT-78684,Preventive Maintenance,2023-08-25,947.938838350896,75.76341783899204,8.633981691485914,61.067721900858714,3.3952686893790887,None,None,No incidents,OP-9893,19.409260473437964,Normal Load,Performance stable with a load of 947.938838350896 KW and temperature 75.76341783899204°C
47,366,44500,2,88,966,5,73,0,0.0,1.0,38,57,15,13.4,51.0,1.872340425531915,0.0425531914893617,0.10638297872340426,0.0,0.001056179775280899,0.008224719101123596,0.048654244306418216,TX-5960,2004-07-03,2023-09-16,No major replacements,MNT-67013,Preventive Maintenance,2024-01-01,1608.9669964185944,35.5298176653622,2.5175757274878183,25.878741628715343,31.418406016422757,None,None,No incidents,OP-5592,19.409260473437964,High Load,Performance stable with a load of 1608.9669964185944 KW and temperature 35.5298176653622°C
46,390,40200,3,127,827,4,54,0,0.0,1.0,35,59,13,13.4,51.0,2.760869565217391,0.06521739130434782,0.08695652173913043,0.0,0.0011442786069651742,0.009701492537313432,0.05562273276904474,TX-6816,2013-06-19,2022-10-28,No major replacements,MNT-54568,Preventive Maintenance,2023-03-06,709.5281273738509,71.95241618369545,3.9411341646942843,97.087584002918,31.494132313883245,None,Storm,Severe weather affecting transformer,OP-9637,19.409260473437964,Normal Load,Performance stable with a load of 709.5281273738509 KW and temperature 71.95241618369545°C
46,227,46700,2,67,735,3,122,0,0.0,2.4,31,59,17,13.4,51.0,1.4565217391304348,0.043478260869565216,0.06521739130434782,0.0,0.0009850107066381156,0.004860813704496788,0.06258503401360545,TX-3238,2012-08-19,2020-02-26,No major replacements,MNT-87659,Preventive Maintenance,2021-09-09,1660.5985359793412,50.969629148953445,2.8756476919585596,55.957528743674054,45.26201141361358,None,Storm,Severe weather affecting transformer,OP-8803,19.409260473437964,High Load,Performance stable with a load of 1660.5985359793412 KW and temperature 50.969629148953445°C
42,2580,64500,1,25,660,0,56,0,0.0,3.38,30,60,37,13.4,51.0,0.5952380952380952,0.023809523809523808,0.0,0.0,0.0006511627906976744,0.04,0.06363636363636363,TX-8848,2000-05-20,2021-11-18,No major replacements,MNT-79065,Preventive Maintenance,2022-10-18,317.69972652843774,20.706266224766203,3.0247819725265157,66.79562101783266,44.89367989946996,None,Storm,Severe weather affecting transformer,OP-3037,19.409260473437964,Normal Load,Performance stable with a load of 317.69972652843774 KW and temperature 20.706266224766203°C
40,266,56300,4,86,1110,3,106,0,0.0,1.0,32,57,21,13.4,51.0,2.15,0.1,0.075,0.0,0.0007104795737122557,0.0047246891651865006,0.036036036036036036,TX-2800,2012-03-28,2021-03-05,No major replacements,MNT-87442,Preventive Maintenance,2022-02-11,1001.7476929664891,32.89576109059845,1.541779082388437,23.870965226831196,47.45469724946785,None,None,No incidents,OP-3903,19.409260473437964,Normal Load,Performance stable with a load of 1001.7476929664891 KW and temperature 32.89576109059845°C
40,511,63600,3,95,2190,0,74,0,0.0,3.24,33,55,18,13.4,51.0,2.375,0.075,0.0,0.0,0.0006289308176100629,0.008034591194968554,0.0182648401826484,TX-3175,2010-12-20,2023-10-03,No major replacements,MNT-76030,Preventive Maintenance,2023-11-24,801.4101980956572,27.18592014102078,1.7696557065839336,53.79685951454655,46.31861016402085,None,Storm,Severe weather affecting transformer,OP-4466,19.409260473437964,Normal Load,Performance stable with a load of 801.4101980956572 KW and temperature 27.18592014102078°C
39,1860,57900,3,69,711,4,96,0,0.0,2.62,30,56,27,13.4,51.0,1.7692307692307692,0.07692307692307693,0.10256410256410256,0.0,0.0006735751295336787,0.03212435233160622,0.05485232067510549,TX-5568,2012-02-07,2020-05-06,No major replacements,MNT-93939,Preventive Maintenance,2022-02-14,541.5465579714098,95.57266843046735,4.9457638347118476,71.7981191469801,6.681858525822304,High Temperature Alert,None,No incidents,OP-1905,19.409260473437964,Normal Load,Performance stable with a load of 541.5465579714098 KW and temperature 95.57266843046735°C
39,1060,50800,4,74,804,5,83,0,0.0,1.0,32,56,58,13.4,51.0,1.8974358974358974,0.10256410256410256,0.1282051282051282,0.0,0.0007677165354330708,0.020866141732283464,0.048507462686567165,TX-1155,2013-05-17,2020-05-05,No major replacements,MNT-77538,Preventive Maintenance,2022-07-16,135.5051491719069,58.81473628911835,6.4102258221758355,33.75313840752302,24.99312145351717,None,None,No incidents,OP-9322,19.409260473437964,Normal Load,Performance stable with a load of 135.5051491719069 KW and temperature 58.81473628911835°C
38,461,55900,4,126,3580,3,136,0,0.0,4.29,32,54,17,13.4,51.0,3.3157894736842106,0.10526315789473684,0.07894736842105263,0.0,0.0006797853309481217,0.008246869409660107,0.010614525139664804,TX-6604,2001-02-01,2021-08-10,No major replacements,MNT-74090,Preventive Maintenance,2023-03-25,1762.9761204169017,54.71172479145424,7.4460741002249495,23.958087467145948,32.31565657116731,None,Storm,Severe weather affecting transformer,OP-6892,19.409260473437964,High Load,Performance stable with a load of 1762.9761204169017 KW and temperature 54.71172479145424°C
38,191,60800,2,49,350,0,150,0,0.0,1.0,33,53,22,13.4,51.0,1.2894736842105263,0.05263157894736842,0.0,0.0,0.000625,0.0031414473684210527,0.10857142857142857,TX-4109,2009-06-04,2022-08-29,No major replacements,MNT-93618,Preventive Maintenance,2022-09-18,1045.837331182474,93.78112459137813,2.2130143589792683,95.39062556530789,17.061693628357265,High Temperature Alert,Lightning Strike,Lightning Strike occurred causing minor damage,OP-7259,19.409260473437964,Normal Load,Performance stable with a load of 1045.837331182474 KW and temperature 93.78112459137813°C
37,224,49900,3,39,1030,8,51,0,0.0,1.0,31,59,29,13.4,51.0,1.054054054054054,0.08108108108108109,0.21621621621621623,0.0,0.0007414829659318637,0.0044889779559118236,0.035922330097087375,TX-7393,2003-12-21,2021-02-16,No major replacements,MNT-94404,Preventive Maintenance,2021-05-05,1035.2959050321842,91.00135344024888,4.935530437429591,77.29574114409913,1.3588484933136469,High Temperature Alert,None,No incidents,OP-1178,19.409260473437964,Normal Load,Performance stable with a load of 1035.2959050321842 KW and temperature 91.00135344024888°C
37,44788,44090,5,313,1776,8,4,0,1.0,0.43,34,72,5,13.4,19.0,8.45945945945946,0.13513513513513514,0.21621621621621623,0.0,0.0008391925606713541,1.015831254252665,0.020833333333333332,TX-7526,2001-09-07,2020-08-11,No major replacements,MNT-94074,Preventive Maintenance,2020-12-31,346.48797358576434,44.3176618914793,1.6890598719704197,26.286115125978657,12.863092670535291,None,None,No incidents,OP-1809,19.409260473437964,Normal Load,Performance stable with a load of 346.48797358576434 KW and temperature 44.3176618914793°C
37,280,48100,3,43,535,2,78,0,0.0,1.0,32,56,15,13.4,51.0,1.162162162162162,0.08108108108108109,0.05405405405405406,0.0,0.0007692307692307692,0.0058212058212058215,0.0691588785046729,TX-1480,2011-10-26,2022-08-16,No major replacements,MNT-67730,Preventive Maintenance,2023-09-15,860.046541882571,48.40789220216661,1.7503552367906006,62.380231889815256,30.63467361742643,None,None,No incidents,OP-2548,19.409260473437964,Normal Load,Performance stable with a load of 860.046541882571 KW and temperature 48.40789220216661°C
37,493,48700,2,75,1190,0,62,0,0.0,1.0,32,60,24,13.4,51.0,2.027027027027027,0.05405405405405406,0.0,0.0,0.0007597535934291581,0.010123203285420945,0.031092436974789917,TX-7977,2004-01-24,2022-02-19,No major replacements,MNT-48810,Preventive Maintenance,2022-04-27,1083.4454200566165,39.650400201849514,8.191143756819246,97.58013543671636,34.880509215652005,None,Lightning Strike,Lightning Strike occurred causing minor damage,OP-7589,19.409260473437964,Normal Load,Performance stable with a load of 1083.4454200566165 KW and temperature 39.650400201849514°C
36,247,54000,4,58,776,4,157,0,0.0,1.0,32,57,16,13.4,51.0,1.6111111111111112,0.1111111111111111,0.1111111111111111,0.0,0.0006666666666666666,0.004574074074074074,0.04639175257731959,TX-4551,2012-11-18,2020-06-19,No major replacements,MNT-79241,Preventive Maintenance,2023-07-08,1813.7439217172002,20.451308871744864,0.6123500099657064,54.83829133842316,20.99167492902084,None,Flood,Flood occurred causing minor damage,OP-7864,19.409260473437964,High Load,Performance stable with a load of 1813.7439217172002 KW and temperature 20.451308871744864°C
35,438,53300,3,50,547,0,44,0,0.0,2.59,33,55,13,13.4,51.0,1.4285714285714286,0.08571428571428572,0.0,0.0,0.0006566604127579737,0.00821763602251407,0.06398537477148081,TX-1717,2004-03-22,2023-06-22,No major replacements,MNT-73977,Preventive Maintenance,2023-08-16,782.9959685638548,73.99418019825745,7.175226509663313,62.304144186981205,12.812678964279572,None,Lightning Strike,Lightning Strike occurred causing minor damage,OP-2520,19.409260473437964,Normal Load,Performance stable with a load of 782.9959685638548 KW and temperature 73.99418019825745°C
35,302,39700,3,98,654,4,79,0,0.0,1.0,34,60,13,13.4,51.0,2.8,0.08571428571428572,0.11428571428571428,0.0,0.0008816120906801007,0.007607052896725441,0.053516819571865444,TX-2029,2002-04-29,2021-05-05,No major replacements,MNT-22046,Preventive Maintenance,2023-09-22,474.67233422890075,45.54815998008238,0.829469830622036,34.99634015327839,15.404940737014384,None,None,No incidents,OP-1703,19.409260473437964,Normal Load,Performance stable with a load of 474.67233422890075 KW and temperature 45.54815998008238°C
35,232,61400,3,78,766,0,91,0,0.0,2.75,30,50,12,13.4,51.0,2.2285714285714286,0.08571428571428572,0.0,0.0,0.0005700325732899023,0.003778501628664495,0.04569190600522193,TX-5748,2005-12-22,2023-04-28,No major replacements,MNT-69186,Preventive Maintenance,2023-08-23,1990.4532858605626,54.00897385126793,1.1009742940525913,21.827690188250195,21.537895180174054,None,Flood,Flood occurred causing minor damage,OP-9625,19.409260473437964,High Load,Performance stable with a load of 1990.4532858605626 KW and temperature 54.00897385126793°C
35,336,51000,4,75,587,9,96,0,0.0,3.25,33,58,8,13.4,51.0,2.142857142857143,0.11428571428571428,0.2571428571428571,0.0,0.0006862745098039216,0.006588235294117647,0.059625212947189095,TX-8794,2009-08-03,2023-05-26,No major replacements,MNT-98713,Preventive Maintenance,2023-12-30,1534.3899111054168,45.06855382590743,5.400991272234002,47.353297082845344,27.989611146118893,None,Flood,Flood occurred causing minor damage,OP-3435,19.409260473437964,High Load,Performance stable with a load of 1534.3899111054168 KW and temperature 45.06855382590743°C
3,1480,13500,37,126,319,87,32,0,0.0,1.0,45,55,2,13.4,33.4,42.0,12.333333333333334,29.0,0.0,0.00022222222222222223,0.10962962962962963,0.009404388714733543,TX-4604,2006-04-16,2022-09-26,Replaced major components,MNT-92803,Emergency Maintenance,2022-10-04,288.73821944960275,80.38073383595935,6.586814671004241,35.18961812401785,25.89632044353138,None,None,No incidents,OP-9011,19.409260473437964,Normal Load,Performance stable with a load of 288.73821944960275 KW and temperature 80.38073383595935°C
34,7200,51200,3,380,1680,0,0,0,0.0,1.0,45,75,25,13.4,51.0,11.176470588235293,0.08823529411764706,0.0,0.0,0.0006640625,0.140625,0.02023809523809524,TX-9439,2005-10-23,2021-05-12,No major replacements,MNT-38436,Preventive Maintenance,2022-07-19,1442.5817687317758,63.00101647643323,5.624194188435082,21.728259570339716,19.328611863004184,None,Storm,Severe weather affecting transformer,OP-2124,19.409260473437964,Normal Load,Performance stable with a load of 1442.5817687317758 KW and temperature 63.00101647643323°C
34,394,43300,2,72,702,4,37,0,0.0,1.0,32,52,17,13.4,51.0,2.1176470588235294,0.058823529411764705,0.11764705882352941,0.0,0.0007852193995381062,0.00909930715935335,0.04843304843304843,TX-5698,2000-12-22,2020-09-17,No major replacements,MNT-10972,Preventive Maintenance,2022-10-31,1761.359445084608,29.366284717952603,6.690174989269112,75.75189987635504,3.784399001264982,None,None,No incidents,OP-6864,19.409260473437964,High Load,Performance stable with a load of 1761.359445084608 KW and temperature 29.366284717952603°C
33,312,44100,4,88,738,0,91,0,0.0,1.0,33,56,8,13.4,51.0,2.6666666666666665,0.12121212121212122,0.0,0.0,0.0007482993197278912,0.007074829931972789,0.044715447154471545,TX-7023,2012-05-03,2023-09-19,No major replacements,MNT-52595,Preventive Maintenance,2023-10-23,263.98196404951204,34.767402312034,9.349506491024396,95.25457418793548,8.1846341822009,None,None,No incidents,OP-1212,19.409260473437964,Normal Load,Performance stable with a load of 263.98196404951204 KW and temperature 34.767402312034°C
33,2000,48700,2,53,486,0,184,0,0.0,2.97,30,49,47,13.4,51.0,1.606060606060606,0.06060606060606061,0.0,0.0,0.000677618069815195,0.04106776180698152,0.06790123456790123,TX-8132,2003-04-17,2022-08-04,No major replacements,MNT-60082,Preventive Maintenance,2023-07-05,1009.7387057968872,22.24958441057602,7.318033288800737,37.349305325593896,35.10696921814199,None,None,No incidents,OP-8238,19.409260473437964,Normal Load,Performance stable with a load of 1009.7387057968872 KW and temperature 22.24958441057602°C
32,7150,66200,4,666,6450,5,0,0,0.0,1.0,33,53,63,13.4,51.0,20.8125,0.125,0.15625,0.0,0.00048338368580060423,0.10800604229607251,0.00496124031007752,TX-6265,2009-07-03,2021-02-22,No major replacements,MNT-20756,Preventive Maintenance,2023-05-24,1529.001689798371,89.1538471811777,0.9317419401585458,87.82902597622042,4.152402972355351,None,None,No incidents,OP-3259,19.409260473437964,High Load,Performance stable with a load of 1529.001689798371 KW and temperature 89.1538471811777°C
30,1310,49700,3,45,641,3,111,0,0.0,1.0,32,48,15,13.4,51.0,1.5,0.1,0.1,0.0,0.0006036217303822937,0.02635814889336016,0.046801872074883,TX-3802,2013-12-10,2021-01-28,No major replacements,MNT-80854,Preventive Maintenance,2022-07-06,1719.4891694086623,38.98818914408391,3.4884359383855412,61.90556100364179,12.31069149482707,None,None,No incidents,OP-9954,19.409260473437964,High Load,Performance stable with a load of 1719.4891694086623 KW and temperature 38.98818914408391°C
30,298,55400,4,105,920,3,83,0,0.0,1.0,32,58,18,13.4,51.0,3.5,0.13333333333333333,0.1,0.0,0.0005415162454873646,0.005379061371841155,0.03260869565217391,TX-7163,2014-04-14,2020-05-09,No major replacements,MNT-95680,Preventive Maintenance,2020-06-21,1827.6247036885914,97.3507273748734,9.5274056525125,69.1597395825732,31.981594610168756,High Temperature Alert,None,No incidents,OP-4496,19.409260473437964,High Load,Performance stable with a load of 1827.6247036885914 KW and temperature 97.3507273748734°C
30,302,56700,3,54,604,3,69,0,0.0,1.0,32,57,13,13.4,51.0,1.8,0.1,0.1,0.0,0.0005291005291005291,0.005326278659611993,0.04966887417218543,TX-5114,2005-01-08,2020-12-12,No major replacements,MNT-10509,Preventive Maintenance,2021-02-23,789.7289503114921,77.92621632893108,0.0006824056693588432,90.53008248677966,17.547933714727215,None,Flood,Flood occurred causing minor damage,OP-3115,19.409260473437964,Normal Load,Performance stable with a load of 789.7289503114921 KW and temperature 77.92621632893108°C
30,510,35200,2,46,691,0,70,0,0.0,1.0,38,60,25,13.4,51.0,1.5333333333333334,0.06666666666666667,0.0,0.0,0.0008522727272727272,0.014488636363636363,0.04341534008683068,TX-3366,2010-10-20,2023-08-06,No major replacements,MNT-47589,Preventive Maintenance,2023-10-13,193.36757848907178,86.76725884832945,7.75862411830232,53.804110853777644,11.217809668639445,None,None,No incidents,OP-8172,19.409260473437964,Normal Load,Performance stable with a load of 193.36757848907178 KW and temperature 86.76725884832945°C
30,466,41900,2,42,439,0,79,0,0.0,1.0,37,60,19,13.4,51.0,1.4,0.06666666666666667,0.0,0.0,0.0007159904534606205,0.011121718377088306,0.0683371298405467,TX-9500,2005-04-01,2022-01-19,No major replacements,MNT-15149,Preventive Maintenance,2022-03-31,935.2698233907978,77.37825855365332,9.379936938364736,78.41436053298551,14.884412794042252,None,None,No incidents,OP-8170,19.409260473437964,Normal Load,Performance stable with a load of 935.2698233907978 KW and temperature 77.37825855365332°C
29,447,52700,6,84,766,13,270,0,0.0,2.83,33,53,20,13.4,51.0,2.896551724137931,0.20689655172413793,0.4482758620689655,0.0,0.0005502846299810247,0.008481973434535104,0.037859007832898174,TX-2926,2002-07-13,2020-08-22,No major replacements,MNT-81908,Preventive Maintenance,2021-01-06,789.4914850594095,96.88530882943694,7.894811327210215,73.70232510172627,22.573269151502306,High Temperature Alert,None,No incidents,OP-5272,19.409260473437964,Normal Load,Performance stable with a load of 789.4914850594095 KW and temperature 96.88530882943694°C
29,277,44200,3,95,607,0,89,0,0.0,1.58,33,57,14,13.4,51.0,3.2758620689655173,0.10344827586206896,0.0,0.0,0.0006561085972850678,0.006266968325791855,0.047775947281713346,TX-1227,2007-10-27,2020-10-19,No major replacements,MNT-47629,Preventive Maintenance,2021-07-20,1960.2771581377938,98.11057717805075,6.608113257735926,61.61682250433128,7.664739827574918,High Temperature Alert,None,No incidents,OP-6831,19.409260473437964,High Load,Performance stable with a load of 1960.2771581377938 KW and temperature 98.11057717805075°C
29,266,48500,2,74,725,4,78,0,0.0,1.0,32,60,43,13.4,51.0,2.5517241379310347,0.06896551724137931,0.13793103448275862,0.0,0.0005979381443298969,0.005484536082474227,0.04,TX-2779,2010-05-15,2023-01-13,No major replacements,MNT-74449,Preventive Maintenance,2023-12-26,753.1224380837015,42.454608917114676,7.052848433103382,42.14441422720779,41.12990444408164,None,None,No incidents,OP-2841,19.409260473437964,Normal Load,Performance stable with a load of 753.1224380837015 KW and temperature 42.454608917114676°C
29,396,52500,2,53,569,3,115,0,0.0,1.0,32,60,27,13.4,51.0,1.8275862068965518,0.06896551724137931,0.10344827586206896,0.0,0.0005523809523809524,0.007542857142857143,0.050966608084358524,TX-7733,2009-04-19,2021-09-01,No major replacements,MNT-56343,Preventive Maintenance,2022-05-04,195.37829964137114,96.13524300480694,4.468532212465838,77.74713133903077,15.225163462468249,High Temperature Alert,Storm,Severe weather affecting transformer,OP-5236,19.409260473437964,Normal Load,Performance stable with a load of 195.37829964137114 KW and temperature 96.13524300480694°C
28,289,50300,5,157,787,3,51,0,0.0,1.0,32,59,31,13.4,51.0,5.607142857142857,0.17857142857142858,0.10714285714285714,0.0,0.0005566600397614314,0.005745526838966203,0.035578144853875476,TX-4702,2011-08-05,2021-06-26,No major replacements,MNT-95720,Preventive Maintenance,2022-01-16,781.8186233353777,71.69572803740323,2.890778789113486,38.93611050449668,30.036008765255357,None,Flood,Flood occurred causing minor damage,OP-6604,19.409260473437964,Normal Load,Performance stable with a load of 781.8186233353777 KW and temperature 71.69572803740323°C
27,489,60200,11,181,591,4,11,0,0.0,0.37,47,46,3,13.4,32.0,6.703703703703703,0.4074074074074074,0.14814814814814814,0.0,0.0004485049833887043,0.008122923588039867,0.04568527918781726,TX-8743,2003-07-12,2022-09-13,No major replacements,MNT-37310,Preventive Maintenance,2023-12-09,1112.5383191368674,91.78334447579223,1.2592306905702388,72.26706228008845,42.12837152988291,High Temperature Alert,None,No incidents,OP-5366,19.409260473437964,Normal Load,Performance stable with a load of 1112.5383191368674 KW and temperature 91.78334447579223°C
27,246,52900,3,66,725,0,122,0,0.0,2.83,33,55,11,13.4,51.0,2.4444444444444446,0.1111111111111111,0.0,0.0,0.0005103969754253308,0.004650283553875236,0.037241379310344824,TX-3442,2009-10-04,2022-08-10,No major replacements,MNT-14565,Preventive Maintenance,2023-03-08,251.63676022921572,81.95248065171933,2.511228716791485,53.77556340766834,49.57360414202725,None,Flood,Flood occurred causing minor damage,OP-4346,19.409260473437964,Normal Load,Performance stable with a load of 251.63676022921572 KW and temperature 81.95248065171933°C
26,4440,68800,7,89,784,6,302,0,0.0,2.5,33,57,23,13.4,51.0,3.423076923076923,0.2692307692307692,0.23076923076923078,0.0,0.00037790697674418603,0.06453488372093023,0.03316326530612245,TX-9067,2014-09-28,2021-02-16,No major replacements,MNT-64063,Preventive Maintenance,2023-09-29,1361.486356741763,28.310402899131184,5.954936749478375,79.00302749112998,2.0013911367215975,None,Storm,Severe weather affecting transformer,OP-1857,19.409260473437964,Normal Load,Performance stable with a load of 1361.486356741763 KW and temperature 28.310402899131184°C
26,321,48300,3,68,598,0,62,0,0.0,1.0,32,60,19,13.4,51.0,2.6153846153846154,0.11538461538461539,0.0,0.0,0.0005383022774327122,0.006645962732919255,0.043478260869565216,TX-9170,2002-10-05,2020-12-29,No major replacements,MNT-43204,Preventive Maintenance,2021-07-14,688.006816062838,90.68496429370816,3.0369220940601913,68.03291545493661,26.91781192830156,High Temperature Alert,Lightning Strike,Lightning Strike occurred causing minor damage,OP-1271,19.409260473437964,Normal Load,Performance stable with a load of 688.006816062838 KW and temperature 90.68496429370816°C
26,8500,51200,2,238,1150,0,3,0,1.0,1.02,47,44,7,13.4,6.5,9.153846153846153,0.07692307692307693,0.0,0.0,0.0005078125,0.166015625,0.022608695652173914,TX-8133,2008-04-30,2021-12-25,No major replacements,MNT-28948,Preventive Maintenance,2022-05-02,1548.6622595805197,82.14879670498772,8.62149040051126,60.6357877408113,6.981697457498509,None,None,No incidents,OP-6488,19.409260473437964,High Load,Performance stable with a load of 1548.6622595805197 KW and temperature 82.14879670498772°C
25,1500,70400,9,482,2470,4,0,0,0.0,1.0,44,54,10,13.4,6.5,19.28,0.36,0.16,0.0,0.0003551136363636364,0.02130681818181818,0.010121457489878543,TX-5613,2013-07-23,2021-06-12,No major replacements,MNT-27230,Preventive Maintenance,2021-06-18,1775.7018794070375,46.01080193435243,0.3935556891370351,28.763333153447583,25.721241002760166,None,None,No incidents,OP-4040,19.409260473437964,High Load,Performance stable with a load of 1775.7018794070375 KW and temperature 46.01080193435243°C
25,2060,50300,3,42,552,0,102,0,0.0,1.0,31,55,15,13.4,51.0,1.68,0.12,0.0,0.0,0.0004970178926441351,0.04095427435387674,0.04528985507246377,TX-6658,2014-06-02,2021-03-08,No major replacements,MNT-95017,Preventive Maintenance,2023-02-10,466.50574100018224,97.58336486108932,5.312725099503047,62.389627759708254,28.773612816823984,High Temperature Alert,Flood,Flood occurred causing minor damage,OP-6476,19.409260473437964,Normal Load,Performance stable with a load of 466.50574100018224 KW and temperature 97.58336486108932°C
24,17200,41600,0,68,230,0,0,0,0.0,1.0,42,53,15,13.4,51.0,2.8333333333333335,0.0,0.0,0.0,0.000576923076923077,0.41346153846153844,0.10434782608695652,TX-8462,2005-09-18,2022-03-31,No major replacements,MNT-55541,Preventive Maintenance,2023-11-09,749.7129433615057,66.07824513333568,8.944028830676263,97.13409907202733,41.95411318853557,None,None,No incidents,OP-6733,19.409260473437964,Normal Load,Performance stable with a load of 749.7129433615057 KW and temperature 66.07824513333568°C
24,1970,64100,2,34,398,0,92,0,0.0,1.0,32,53,13,13.4,51.0,1.4166666666666667,0.08333333333333333,0.0,0.0,0.000374414976599064,0.030733229329173165,0.06030150753768844,TX-7499,2014-12-11,2023-08-13,No major replacements,MNT-64483,Preventive Maintenance,2023-12-12,268.9891438916138,53.40594804990941,9.643588960869637,76.31415941674462,38.148909735799755,None,None,No incidents,OP-7227,19.409260473437964,Normal Load,Performance stable with a load of 268.9891438916138 KW and temperature 53.40594804990941°C
24,257,55700,2,47,495,4,105,0,0.0,3.17,31,56,15,13.4,51.0,1.9583333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0004308797127468582,0.004614003590664273,0.048484848484848485,TX-9256,2009-04-22,2023-04-23,No major replacements,MNT-23069,Preventive Maintenance,2023-10-01,582.2012287370343,41.24797244158215,8.929684485728089,79.57846262668387,18.863125400142682,None,None,No incidents,OP-6372,19.409260473437964,Normal Load,Performance stable with a load of 582.2012287370343 KW and temperature 41.24797244158215°C
24,2350,23200,4,332,2640,0,0,0,1.0,0.93,46,56,13,13.4,6.5,13.833333333333334,0.16666666666666666,0.0,0.0,0.0010344827586206897,0.10129310344827586,0.00909090909090909,TX-7674,2008-01-25,2021-05-06,No major replacements,MNT-57900,Preventive Maintenance,2022-11-26,1298.5365480930807,67.47761841219449,8.095337360713566,52.74903635705612,2.8778296996955834,None,None,No incidents,OP-7358,19.409260473437964,Normal Load,Performance stable with a load of 1298.5365480930807 KW and temperature 67.47761841219449°C
23,1690,60700,2,43,1380,3,76,0,0.0,1.0,30,60,62,13.4,51.0,1.8695652173913044,0.08695652173913043,0.13043478260869565,0.0,0.00037891268533772653,0.027841845140032948,0.016666666666666666,TX-5055,2009-09-03,2021-01-10,No major replacements,MNT-52038,Preventive Maintenance,2023-12-26,1706.3429971517562,34.7855536397908,0.5802585223391388,98.23112464238643,0.48784403537706633,None,Flood,Flood occurred causing minor damage,OP-7935,19.409260473437964,High Load,Performance stable with a load of 1706.3429971517562 KW and temperature 34.7855536397908°C
23,505,58100,2,49,807,0,48,0,0.0,1.0,32,54,69,13.4,51.0,2.130434782608696,0.08695652173913043,0.0,0.0,0.0003958691910499139,0.008691910499139414,0.028500619578686492,TX-7213,2007-08-15,2021-10-25,No major replacements,MNT-36812,Preventive Maintenance,2024-01-01,1084.6258217479178,74.00727741188093,9.370763161518862,87.93302529000869,21.898540686076306,None,None,No incidents,OP-4952,19.409260473437964,Normal Load,Performance stable with a load of 1084.6258217479178 KW and temperature 74.00727741188093°C
23,14800,40700,1,449,2720,3,0,0,0.0,1.0,32,57,89,13.4,51.0,19.52173913043478,0.043478260869565216,0.13043478260869565,0.0,0.0005651105651105651,0.36363636363636365,0.008455882352941176,TX-6703,2007-04-13,2022-07-16,No major replacements,MNT-76350,Preventive Maintenance,2023-12-14,1106.1484294432094,36.292378412900426,2.101767815701426,51.708377061942876,23.01473545521428,None,Storm,Severe weather affecting transformer,OP-3149,19.409260473437964,Normal Load,Performance stable with a load of 1106.1484294432094 KW and temperature 36.292378412900426°C
23,6480,42100,5,530,1760,0,0,0,0.0,1.0,32,58,22,13.4,51.0,23.043478260869566,0.21739130434782608,0.0,0.0,0.0005463182897862233,0.15391923990498813,0.013068181818181817,TX-7603,2000-01-23,2020-12-04,No major replacements,MNT-40010,Preventive Maintenance,2023-07-29,1079.1991384256169,46.080221126661336,7.65616755073212,90.31301620176599,33.55042638023398,None,None,No incidents,OP-6115,19.409260473437964,Normal Load,Performance stable with a load of 1079.1991384256169 KW and temperature 46.080221126661336°C
22,399,42600,7,100,2580,11,286,0,0.0,9.37,29,56,52,13.4,51.0,4.545454545454546,0.3181818181818182,0.5,0.0,0.0005164319248826291,0.009366197183098592,0.008527131782945736,TX-6337,2008-04-12,2021-01-13,No major replacements,MNT-23674,Preventive Maintenance,2022-08-15,518.4693547730046,36.18355073802147,7.216273821020596,97.81822854863995,39.08608355588628,None,None,No incidents,OP-7347,19.409260473437964,Normal Load,Performance stable with a load of 518.4693547730046 KW and temperature 36.18355073802147°C
